variable,descripcion,tablas_fuente,dominio,p_featuregroup
max_usotcribksf06m,Máximo porcentaje de uso de tarjetas de crédito de Interbank en los últimos 6 meses,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
dsv_svppallsf06m,Desviación del saldo vigente en préstamos personales últimos 6 meses,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
lin_tcrrstsf03m,Línea total de la tarjeta de crédito fuera de Interbank de los últimos 3 meses,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_sowlintcribksf3m,Promedio de Share of wallet según línea de tarjeta de crédito Interbanken los últimos 3 meses,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
max_usotcrrstsf03m,Máximo del porcentaje de uso de la tarjeta de crédito no Interbanken los últimos 3 meses,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
cre_lin_tc_rccibk_m07,Crecimiento de la lc de la tarjeta de crédito Interbank respecto a los útimos 6 meses,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_pct_sld_pprcc6m,Porcentaje del saldo vigente de préstamo personal en el SF respecto al saldo vigente total en el sistema financiero,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_lintcribksf03m,Promedio de la línea de tarjeta de crédito Interbank en los últimos 3 meses,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldvig_tcrsrcf,"Saldo vigente de tarjeta de crédito de retail (Unión Falabella, Financiera CMR, Ripley, Cencosud, Financiera Uno)",,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
ant_ult_prod_allsf,Antigüedad en meses desde la fecha de alta del último producto reportado en el sistema financiero,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
max_dcrssdtotssff12m,máximo decremento de saldo total en el sistema financiero en el último año,e_perm_aws.t_rsk_vars_mdl_rcc_decrsldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
nro_dcrtcssff12m,número de decrementos de tarjeta de crédito en el sistema financiero en el último año,e_perm_aws.t_rsk_vars_mdl_rcc_decrsldotc,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
nro_pagotc01m,número de pago tarjeta en el último mes,e_perm_aws.t_moviles_cons_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_dcrssotcssff12m,promedio decremento de saldo tarjeta de crédito en el sistema financiero del último año,e_perm_aws.t_rsk_vars_mdl_rcc_decrsldotc,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_pctsdoentretssff01m,promedio porcentaje saldo de entidades retail del sistema financiero en el último año,"e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.t_dim_inst_fin_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
rat_sdoibkultmessdotot,ratio saldo Interbank en el último mes con respecto al saldo total,e_perm_aws.t_rsk_vars_mdl_rcc_ratsldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sdo_dspefepernatssff01m,saldo disposición efectivo persona natural del sistema financiero en el último mes,e_perm_aws.t_rsk_vars_mdl_rcc_disef,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
tnd_nroentssff06m,tendencia de número de entidades del sistema financiero en los últimos 6 meses,e_perm_aws.t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
tnd_sdoppessff06m,tendencia de saldo préstamo personal del sistema financiero en los últimos 6 meses,e_perm_aws.t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
tnd_ssdtcssff06m,tendencia de saldo tarjeta de crédito del sistema financiero en los últimos 6 meses,e_perm_aws.t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
var_entlineatc03m,variación de entidades con línea de tarjeta de crédito en los últimos 3 meses,e_perm_aws.t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
var_pctusotcibk12m,variación porcentaje de uso tarjeta de crédito en interbank en el último año,e_perm_aws.t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
max_pctsldimpago12m,,,,ibk-fs-group-per-rcc-mes
nro_dmoraotrent12m,,,,ibk-fs-group-per-rcc-mes
nro_mesbadclfnor12m,,,,ibk-fs-group-per-rcc-mes
rat_datrasoibkssff12m,,,,ibk-fs-group-per-rcc-mes
flg_clip_recorte,identificación si el cliente presenta recorte ,e_perm_aws.T_RECOVERY_CLIE_RSK,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
flg_crdcastssff,identificación crédito castigado en el sistema financiero ,e_perm_aws.v_aws_360_cliente_mes,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
flg_crdvehissff01m,tenencia de crédito vehicular en el sistema financiero el último mes ,e_perm_aws.t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
flg_prodpssff01m,tenencia de producto préstamo en el sistema financiero en el último mes ,e_perm_aws.t_rsk_vars_rcc_principalidad,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
flg_prodtcssff01m,tenencia de producto tarjeta de crédito en el sistema financiero en el último mes,e_perm_aws.t_rsk_vars_rcc_principalidad,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
flg_sldoprincbanc,tenencia saldo en los principales bancos ,e_perm_aws.t_rsk_vars_rcc_principalidad,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
max_mcastig,máximo meses en castigo ,e_perm_aws.t_recovery_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
nromax_ctaahr12m,número máximo de cuentas de ahorro en el último año ,e_perm_aws.t_saldosibk_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
tip_reprog,tipo de reprogramación ,"e_perm_aws.t_recovery_rsk, e_perm_aws.T_RECOVERY_CLIE_RSK",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
ant_clitc,anterior de cliente tarjeta de crédito del mes,e_perm_aws.t_agg_dts_proactivo_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
pct_slddpntcr06m,porcentaje de saldo disponible de tarjeta de crédito de los últimos 6 meses,e_perm_aws.t_agg_dts_proactivo_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
pct_sldtcrult12m,porcentaje de saldo de tarjeta de crédito de los últimos 12 meses,e_perm_aws.t_agg_dts_proactivo_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_pctusotc06m,promedio porcentaje uso de tarjeta de crédito de los últimos 6 meses,e_perm_aws.t_agg_dts_proactivo_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
rat_imppagmin,ratio de importe pago minimo del cliente,e_perm_aws.t_agg_dts_proactivo_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
avg_sldgaran_03m,promedio de la garantía en los 3 últimos meses,buroseg_base_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
avg_sldgaran_06m,promedio de la garantía en los 6 últimos meses,buroseg_base_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
dism_sldneg_01m,disminución del saldo negocio en el mes 1,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
dism_sldneg_02m,disminución del saldo negocio en el mes 2,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
dism_sldneg_03m,disminución del saldo negocio en el mes 3,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
dism_sldneg_04m,disminución del saldo negocio en el mes 4,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
dism_sldneg_05m,disminución del saldo negocio en el mes 5,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
max_dismsldneg_06m,máxima disminución del saldo negocio en los 6 últimos meses,Derived from wrk_prebasercc3_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
nro_entcrdnegnonor_03m,número de entidades en créditos negocios en clasificación no normal en los 3 últimos meses,buroseg_base_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
pct_sldnegnonor_01m,porcentaje del saldo negocio no normal en el mes 1,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
pct_sldnegnonor_02m,porcentaje del saldo negocio no normal en el mes 2,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
pct_sldnegnonor_03m,porcentaje del saldo negocio no normal en el mes 3,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
pct_sldnegnonor_04m,porcentaje del saldo negocio no normal en el mes 4,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
pct_sldnegnonor_05m,porcentaje del saldo negocio no normal en el mes 5,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
pct_sldnegnonor_06m,porcentaje del saldo negocio no normal en el mes 6,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_pctcashintransf_06m,promedio del porcentaje del cahs in por transferencia en los 6 últimos meses,"e_perm_aws.t_agg_mes_vpc_transacc_sav_imp, max_universe_table",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_sldven_12m,promedio del saldo vencido en los 12 últimos meses,buroseg_base_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
rat_cashin03_sintransfecta_06m,ratio entre promedio del cash in 3 últimos meses y entre promedio del cash in 6 últimos meses sin considerar transferencia entre cuentas,"e_perm_aws.t_agg_mes_vpc_transacc_sav_imp, max_universe_table",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
rat_cashout03_06m,ratio entre el promedio del cash out 3 últimos meses y entre promedio del cash out 6 últimos meses,"e_perm_aws.t_agg_mes_vpc_transacc_sav_imp, max_universe_table",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
rat_pastotal06_12m,ratio entre el promedio pasivo de los 6 últimos meses y entre promedio pasivo de los 12 últimos meses,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
rat_prmgaran03_06m,ratio del promedio de garantía 3 últimos meses y entre promedio de garantía 6 últimos meses,Derived from wrk_prebasercc2_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
rat_prmsld06_12m,ratio entre el promedio del saldo en los 6 últimos meses y entre el promedio del saldo en los 12 últimos meses,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldneg_01m,saldo negocio en el mes 1,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldneg_02m,saldo negocio en el mes 2,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldneg_03m,saldo negocio en el mes 3,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldneg_04m,saldo negocio en el mes 4,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldneg_05m,saldo negocio en el mes 5,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldneg_06m,saldo negocio en el mes 6,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegdrc_01m,saldo negocio en el mes 1,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegdrc_02m,saldo negocio en el mes 2,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegdrc_03m,saldo negocio en el mes 3,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegibk_01m,saldo negocio en interbank en el mes 1,buroseg_base_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegibk_02m,saldo negocio en interbank en el mes 2,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegibk_03m,saldo negocio en interbank en el mes 3,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegnonor_01m,saldo negocio no normal en el mes 1,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegnonor_02m,saldo negocio no normal en el mes 2,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegnonor_03m,saldo negocio no normal en el mes 3,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegnonor_04m,saldo negocio no normal en el mes 4,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegnonor_05m,saldo negocio no normal en el mes 5,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
sldnegnonor_06m,saldo negocio no normal en el mes 6,,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
cnt_mesrccmyr50,antigüedad en sistema financiero últimos 12 meses,"e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.cls_admtcrbank_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
max_entdislintcr12m,maxima entidades dist riesgo directo linea tarjeta de crédito últimos 12 meses,"e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.cls_admtcrbank_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
min_salppnn12m,minimo saldo sistema financiero persona natural últimos 12 meses,"e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.cls_admtcrbank_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_pctusotcribk03m,promedio del porcentaje uso tarjeta de crédito interbank últimos 3 meses,"e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.cls_admtcrbank_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_pctusotcrtot12m,promedio de porcentaje uso tarjeta de crédito últimos 12 meses,"e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.cls_admtcrbank_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_salotrent,promediode porcentaje saldo otras entidades bancarias,"e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.cls_admtcrbank_rsk, e_perm_aws.t_dim_inst_fin_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_saltcrppnn12m,promedio de saldo tarjeta de crédito últimos 12 meses,"e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.cls_admtcrbank_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
ratio_disp_ef_pnj_u1m,Ratio disposición efectivo persona natural jurídica último mes en el sistema financiero,e_perm_aws.t_rsk_vars_mdl_rcc_cons,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
saldisp_m01,"Saldo disponible en el ultimo mes en el sistema financiero, en Rcc",e_perm_aws.tbl_rcc_per_allsf_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
min_decrem_12m_tc,,,,ibk-fs-group-per-rcc-mes
max_decrem_12m_tc,,,,ibk-fs-group-per-rcc-mes
flg_hip_12m,Tenencia de crédito hipotecario en el SSFF en el último año,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
ctd_decresldcta_12m,Cantidad de decrementos del saldo SSFF en cuenta en los últimos 12 meses,t_rsk_vars_mdl_rcc_decrsldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
prm_decetot_12m,Promedio del decremento saldo total (todos los productos) SSFF en los ultimos 12 meses,t_rsk_vars_mdl_rcc_decrsldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
pct_maxlintcnoibk_03m,"Máximo porcentaje linea de uso de Tarjeta de Crédito, sin considerar IBK",t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
ctd_decresldctatc_12m,Cantidad de decrementos de saldo en Tarjeta de Crédito en el SSFF en los últimos 12 meses,t_rsk_vars_mdl_rcc_decrsldotc,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc-mes
flg_veh,Indica si cliente tiene producto de tipo vehicular:\n1: Tiene al menos 1 vehiculo.\n0: No tiene.,t_mst_sunarp_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-propiedad-mes
ctd_accbtnprd06m,Numero de veces que accedio al boton productos en los u6m en la app,t_moviles_cons_rsk,ibk-fs-acoe-exp,ibk-fs-group-per-expapp-mes
n_veh_tip_persona,tipo de vehículo transporte de personas,"t_rsk_ds_vars_sunarp_pp_bank, nan",ibk-fs-acoe-infpers,ibk-fs-group-per-propiedad-mes
nro_usovehiculo,flag uso de vehiculo ,t_cat_censo_enrich_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-propiedad-mes
nro_veh,Número de Vehiculos,t_mst_sunarp_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-propiedad-mes
num_inmuebles,Número de inmuebles registrados en SUNARP,"t_sunarp_inmueble, t_base_sunarp",ibk-fs-acoe-infpers,ibk-fs-group-per-propiedad-mes
nro_pago_6m,Número de interacciones del APP en la sección de pagos en últimos 6 meses,t_moviles_cons_rsk,ibk-fs-acoe-exp,ibk-fs-group-per-expapp-mes
nro_pagotarjeta_1m,Número de veces que un cliente ingresa a la opción de pago de tarjeta en la APP desde el celular en el ultimo mes.,t_moviles_cons_rsk,ibk-fs-acoe-exp,ibk-fs-group-per-expapp-mes
prm_6m_dig_app_ahorro,Promedio búsquedas en app de productos de ahorro en últimos 6 meses.,logs_adobe_diario_hst,ibk-fs-acoe-exp,ibk-fs-group-per-expapp-mes
prom_nro_interac_6m,Promedio de número de interacción con el APP en los últimos 6 meses,t_moviles_cons_rsk,ibk-fs-acoe-exp,ibk-fs-group-per-expapp-mes
min_html_clic_06m,mes más reciente de apertura de mail en los 6 últimos meses,t_bigd_feedback_html_acp,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-mes
min_sms_sent_06m,mes más reciente contactado con sms en los 6 últimos meses,v_bigd_feedback_sms,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-mes
prm_6m_hbnft,Visitas promedio a la página de benefit últimos 6 meses.,logs_adobe_diario_hst,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-mes
prm_cre_sms_sent_06m,incremento de apertura de sms en los 6 últimos meses,v_bigd_feedback_sms,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-mes
prm_html_clic_06m,promedio de click mail en los 6 últimos meses,t_bigd_feedback_html_acp,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-mes
prm_html_open_06m,promedio de aperturas de mail de los 6 últimos meses,t_bigd_feedback_html_acp,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-mes
flg_uso_atm,flag uso de canal ATM,t_agg_cr_mau_engagement_resu,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-mes
flg_buy_adobe_ads_07d,intención de compra en el producto ADS en los 7 últimos días,logs_adobe_diario_hst,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
flg_buy_adobe_ta_15d,intención de compra en el producto ADS en los 15 últimos días,logs_adobe_diario_hst,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
flg_inter_adobe_ads_15d,interés en el producto ADS en los 15 últimos días,logs_adobe_diario_hst,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
flg_inter_adobe_ec_15d,interés en el producto extracash en los 15 últimos días,logs_adobe_diario_hst,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
flg_inter_adobe_il_15d,intención de interés en el producto incremento de línea en los 15 últimos días,logs_adobe_diario_hst,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
flg_inter_adobe_pp_15d,interés en el producto préstamo personal en los 15 últimos días,logs_adobe_diario_hst,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
flg_inter_adobe_ta_15d,interés en el producto tarjeta de crédito adicional en los 15 últimos días,logs_adobe_diario_hst,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
flg_inter_adobe_tc_15d,interés en el producto tarjeta de crédito en los 15 últimos días,logs_adobe_diario_hst,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
prm_cre_html_clic_15d,incremento de apertura de mail en los 15 últimos días,t_bigd_feedback_html_acp,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
prm_cre_html_open_07d,apertura de mail de los 7 últimos días,t_bigd_feedback_html_acp,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
rat_html_open_03d_07d,tendencia de apertura de mail de los 7 últimos días,t_bigd_feedback_html_acp,ibk-fs-acoe-exp,ibk-fs-group-per-expdig-dia
telef_value,Número de teléfono encriptado,t_cont_telefono_apicliente,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_12m,Cantidad de llamadas válidas por televentas a un cliente-telefono en los últimos doce meses.,v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_ce_12m,Cantidad de llamadas válidas por televentas a un cliente-telefono en los últimos doce meses y cuya categoría sea 'CE',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_et_12m,Cantidad de llamadas válidas por televentas a un cliente-telefono en los últimos doce meses y cuya categoría sea 'ET',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_cne_12m,Cantidad de llamadas válidas por televentas a un cliente-telefono en los últimos doce meses y cuya categoría sea 'CNE',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_nc_12m,Cantidad de llamadas válidas por televentas a un cliente-telefono en los últimos doce meses y cuya categoría sea 'NC',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_9m_12m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los nueve y doce meses,v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_ce_9m_12m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los nueve y doce meses y cuya categoría sea 'CE',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_et_9m_12m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los nueve y doce meses y cuya categoría sea 'ET',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_cne_9m_12m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los nueve y doce meses y cuya categoría sea 'CNE',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_nc_9m_12m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los nueve y doce meses y cuya categoría sea 'NC',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_6m_9m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los seis y nueve meses,v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_ce_6m_9m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los seis y nueve meses y cuya categoría sea 'CE',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_et_6m_9m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los seis y nueve meses y cuya categoría sea 'ET',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_cne_6m_9m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los seis y nueve meses y cuya categoría sea 'CNE',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_nc_6m_9m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los seis y nueve meses y cuya categoría sea 'NC',v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
ctd_gst_tlv_3m_6m,Cantidad de llamadas válidas por televentas a un cliente-telefono entre los tres y seis meses,v_feedback_televentas,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctostelf-mes
